기업명,CSR Hub ID,기부금 순위,제안 우선도,회사 간단 소개,업종,법인유형,소재지,직원수(2025),"매출액(2025, 억원)",2022 기부금(백만원),2023 기부금(백만원),2024 기부금(백만원),2025 기부금(백만원),"2026 기부금(백만원, 7/1 기준)",22~25 연평균(백만원),"22~26 단순평균(백만원, 26 부분)",기준 충족 연도 수(22~25),주요 사업 분야,주요 공개사업(최대 3개),공개 주요사업 수,교육 연관사업 수,교육사업 비중,KMA 연관 분야,주요 교육사업(최대 3개),KMA와의 접점,사업정보 참고,홈페이지,지속가능보고서,CSR Hub 상세 URL,연락처 및 접근 경로
포스코엠텍,139,268,A,"그 외 기타 1차 철강 제조업 기업, 코스닥시장, 경상북도 포항시 소재, 2025년 매출 약 3,574억원, 직원 999명.",그 외 기타 1차 철강 제조업,코스닥시장,경상북도 포항시 남구 형산강북로 131 포스코엠텍,999,"3,574.30",100,100,100,100,0,100,80,4,교육자립지원(2) / 소통과참여확대(1) / 심리정서지원(1),취약계층 아동 대상 연말 선물 지원 사업 : HOPE BOX(희망꾸러미) / 저소득 계층 아동 장학금 지원사업 / 미래세대 자연 탐방 야외 활동 지원,4,2,50.00%,교육격차·취약계층 / 진로·취업·자립 / 청소년·청년 교육,저소득 계층 아동 장학금 지원사업 / 미래세대 자연 탐방 야외 활동 지원,"청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",개별 귀속 여부는 원문 기준,http://www.poscomtech.com/,http://www.poscomtech.com/esg/citizen3.do,https://csrhub.chest.or.kr/contributors/private/139,우선: 포스코1%나눔재단 02-3457-1002 / nanum@poscofoundation.org / https://www.poscofoundation.org/front/consortium/location.do | 접근: 재단 메일·전화로 교육사업 제안 후 사업 귀속 계열사 확인 | 기업 홈페이지: http://www.poscomtech.com/
포스코플로우,143,268,A,"기타 해상 운송업 기업, 기타법인, 전라남도 광양시 소재, 2025년 매출 약 2.3조원, 직원 0명.",기타 해상 운송업,기타법인,"전라남도 광양시 제철로 1800, 씨티에스 기지 내(금호동)",0,"23,296.30",100,100,100,100,0,100,80,4,교육자립지원(2),평택시 취약계층 영유아 양육격차 해소를 위한 도서 지원 「내 생애 첫 책」 / 소외계층 음악교육 '광양 엘 시스테마(El Sistema) 사업',2,2,100.00%,교육격차·취약계층 / 청소년·청년 교육,평택시 취약계층 영유아 양육격차 해소를 위한 도서 지원 「내 생애 첫 책」 / 소외계층 음악교육 '광양 엘 시스테마(El Sistema) 사업',"청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",개별 귀속 여부는 원문 기준,http://www.poscoflow.com/,https://www.poscoflow.com/esg/esg3.do,https://csrhub.chest.or.kr/contributors/private/143,우선: 포스코1%나눔재단 02-3457-1002 / nanum@poscofoundation.org / https://www.poscofoundation.org/front/consortium/location.do | 접근: 재단 메일·전화로 교육사업 제안 후 사업 귀속 계열사 확인 | 기업 홈페이지: http://www.poscoflow.com/
코오롱이앤피,196,272,B,"합성수지 및 기타 플라스틱 물질 제조업 기업, 기타법인, 경상북도 김천시 소재, 2025년 매출 약 4,687억원, 직원 405명.",합성수지 및 기타 플라스틱 물질 제조업,기타법인,경상북도 김천시 공단3길 64 (응명동),405,"4,686.90",130,130,130,0,20,97.5,82,3,교육자립지원(1) / 주거안전지원(1),아동 놀 권리 회복을 위한 '놀이터를 지켜라' 캠페인 : 도시놀이환경개선사업 / 지역아동센터 지원 Hello Dream ‘Eco Science Class’,2,1,50.00%,청소년·청년 교육,지역아동센터 지원 Hello Dream ‘Eco Science Class’,"청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영",동일한 공개 사업 목록이 6개 기업에 공통 표시됨(그룹 사업 가능성),http://www.kolonenp.com/,https://kolonenp.com/sub/sbm-report.php,https://csrhub.chest.or.kr/contributors/private/196,"우선: 해당 계열사 공식 홈페이지·대표문의 | 접근: 교육·장학형 사업은 코오롱 그룹 공익재단 주관 여부를 먼저 확인하고, 대표전화에서 사회공헌 담당 연결 요청(공개 직통 미확인) | 기업 홈페이지: http://www.kolonenp.com/"
동우화인켐,470,273,C,"석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업 기업, 기타법인, 전라북도 익산시 소재.",석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업,기타법인,전라북도 익산시 약촌로 132,,,100.9,95.1,93.7,94.9,0,96.1,76.9,4,소통과참여확대(1) / 심리정서지원(1),어르신 네일케어 사랑의 손길 / 평택시 아동시설 환경 개선사업,2,0,0.00%,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.dwchem.co.kr/,https://www.dwchem.co.kr/contents.do?lang=kor&menuPos=34,https://csrhub.chest.or.kr/contributors/private/470,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.dwchem.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
삼진,1499,274,D,"통신 및 방송장비 제조업 기업, 코스닥시장, 경기도 안양시 소재, 2025년 매출 약 1,483억원, 직원 63명.",통신 및 방송장비 제조업,코스닥시장,경기도 안양시 만안구 안양천서로 81 (주)삼진,63,"1,483.20",96,96,96,96,9,96,78.6,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.samjin.com/,,https://csrhub.chest.or.kr/contributors/private/1499,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.samjin.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
동원개발,1352,275,D,"아파트 건설업 기업, 코스닥시장, 부산광역시 수영구 소재, 2025년 매출 약 3,873억원, 직원 286명.",아파트 건설업,코스닥시장,"부산광역시 수영구 수영로 754 동원빌딩 (민락동,센텀비스타동원)",286,"3,873.40",252.5,0,117.6,13.8,0,96,76.8,2,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.dongwonapt.co.kr/,,https://csrhub.chest.or.kr/contributors/private/1352,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.dongwonapt.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
한화갤러리아,1328,276,D,"백화점 기업, 유가증권시장, 서울특별시 마포구 소재, 2025년 매출 약 5,752억원, 직원 761명.",백화점,유가증권시장,"서울특별시 마포구 양화로 81 H스퀘어빌딩 6층, 7층, 8층",761,"5,751.70",0,381.6,0,0,0,95.4,76.3,1,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.hanwhagalleria.co.kr/,,https://csrhub.chest.or.kr/contributors/private/1328,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.hanwhagalleria.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
대구중앙청과,853,277,D,"농산물 유통 및 도매 기업, 기타법인, 대구광역시 북구 소재.",농산물 유통 및 도매,기타법인,대구광역시 북구 매천로18길34,,,50,106,106.5,108,0,92.6,74.1,3,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.tgjungang.co.kr/renew/main/main.html,,https://csrhub.chest.or.kr/contributors/private/853,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.tgjungang.co.kr/renew/main/main.html | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
세아베스틸,255,278,A,"기타 제철 및 제강업 기업, 기타법인, 서울특별시 마포구 소재, 2025년 매출 약 2.0조원, 직원 1,527명.",기타 제철 및 제강업,기타법인,서울특별시 마포구 양화로 45 세아타워,"1,527","20,008.00",50,110,110,100,0,92.5,74,3,교육자립지원(3) / 주거안전지원(1),학대피해아동 원가정 기능 회복을 위한 주거환경개선사업 '우리가족 울타리이음' / 아동청소년의 자기주도적 미래설계를 위한 법교육 및 진로교육 / 자립준비청년 및 청년의 취업역량 강화를 위한 일 경험(인턴십) 프로그램 : '아름다운 함께서기',4,3,75.00%,교육격차·취약계층 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,아동청소년의 자기주도적 미래설계를 위한 법교육 및 진로교육 / 자립준비청년 및 청년의 취업역량 강화를 위한 일 경험(인턴십) 프로그램 : '아름다운 함께서기' / 북한이탈여성청년들의 자립기반형성프로젝트_'서로잇다'_함께 책 한잔 어때요?,"청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",동일한 공개 사업 목록이 7개 기업에 공통 표시됨(그룹 사업 가능성),http://www.seahbesteel.co.kr/,https://www.seahbesteel.co.kr/about/sustainability/esg.asp,https://csrhub.chest.or.kr/contributors/private/255,우선: 세아해암학술장학재단 02-6970-0171 / hwangeun.choi@seah.co.kr / https://haiam.seah.co.kr/pages/?p=6 | 효과적 경로: 홈페이지 카카오톡 1:1상담(재단은 전화상담이 어렵다고 안내) | 기업 홈페이지: http://www.seahbesteel.co.kr/
현대비앤지스틸,128,279,D,"냉간 압연 및 압출 제품 제조업 기업, 유가증권시장, 경상남도 창원시 소재, 2025년 매출 약 7,413억원, 직원 476명.",냉간 압연 및 압출 제품 제조업,유가증권시장,경상남도 창원시 성산구 적현로 124,476,"7,412.50",75,98.5,124.9,71,0,92.3,73.9,4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.hyundai-bngsteel.com/,https://www.bngsteel.com/kr/pds/file/pdf/Sustainability_Report.pdf,https://csrhub.chest.or.kr/contributors/private/128,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.hyundai-bngsteel.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
이마트,19,280,C,"종합 소매업 기업, 유가증권시장, 서울특별시 중구 소재, 2025년 매출 약 29.0조원, 직원 23,075명.",종합 소매업,유가증권시장,서울특별시 중구 세종대로7길 37,"23,075","289,703.90",123.4,149.6,51.3,37.8,1.1,90.5,72.6,2,기초생계지원(1) / 주거안전지원(1),*** 출입구 새단장 사업 / 2024 정담은 생신상 차려드리기 사업,2,0,0.00%,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://emartcompany.com/ko/main.do,https://company.emart.com/ko/ethic/sustainability_report.do,https://csrhub.chest.or.kr/contributors/private/19,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://emartcompany.com/ko/main.do | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
세방전지,1005,281,D,"축전지 제조업 기업, 유가증권시장, 서울특별시 강남구 소재, 2025년 매출 약 2.1조원, 직원 1,284명.",축전지 제조업,유가증권시장,서울특별시 강남구 선릉로 433,"1,284","21,420.70",3,3,3,353,3,90.5,73,1,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.gbattery.com/,,https://csrhub.chest.or.kr/contributors/private/1005,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.gbattery.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
청담글로벌,1321,282,D,"화장품 및 화장용품 도매업 기업, 코스닥시장, 서울특별시 강남구 소재, 2025년 매출 약 2,174억원, 직원 67명.",화장품 및 화장용품 도매업,코스닥시장,서울특별시 강남구 언주로 735 16층,67,"2,173.90",0,0,0,361.9,0,90.5,72.4,1,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.chungdamgroup.com/,,https://csrhub.chest.or.kr/contributors/private/1321,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.chungdamgroup.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
새만금희망태양광,373,283,D,"태양력 발전업 기업, 기타법인, 전라북도 군산시 소재, 직원 0명.",태양력 발전업,기타법인,"전라북도 군산시 새만금북로 510 (오식도동), 3층 새만금희망태양광",0,,0,0,10,351,361,90.3,144.4,1,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,,https://www.sdco.or.kr/menu.es?mid=a10501010000,https://csrhub.chest.or.kr/contributors/private/373,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: 공식 홈페이지 미확인 | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
현대커머셜,131,284,A,"신용카드 및 할부 금융업 기업, 기타법인, 서울특별시 영등포구 소재, 2025년 매출 약 1.1조원, 직원 491명.",신용카드 및 할부 금융업,기타법인,서울특별시 영등포구 국회대로66길 3 현대카드빌딩 2관,491,"10,708.40",57.1,84,90.5,128.6,0,90,72,3,주거안전지원(16) / 교육자립지원(13) / 보건의료지원(6),아동학대 예방 및 아동보호체계 강화를 위한 통합지원 사업 현대자동차그룹 'i-CARE(아이케어)'- 2차년도 / 전국 사회복지기관 친환경 EV패키지 지원사업 ‘E-share’ / 지역사회복지기관 지원을 통한 사회복지 서비스 역량 강화：지역사회복지 지원사업,50,22,44.00%,교육격차·취약계층 / 디지털·AI 교육 / 멘토링·학습관리 / 시니어·중장년 교육 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,지역사회복지기관 지원을 통한 사회복지 서비스 역량 강화：지역사회복지 지원사업 / 취약계층 청소년 및 대학생 인재의 교육기회 불평등 해소를 위한 학습지도 및 멘토링 지원 사업 : H-점프스쿨 / 고령자 교통안전을 위한 교육 및 인식개선 사업 「2024년 교통안전 베테랑 교실」,"AI·디지털 교육과정 설계, 강사 운영, 프로젝트형 학습·성과관리 / 멘토 모집·교육·매칭, 활동 모니터링, 학습·성과관리 / 시니어·중장년 디지털·생애역량 교육과 지역 거점 운영",동일한 공개 사업 목록이 18개 기업에 공통 표시됨(그룹 사업 가능성),http://www.hyundaicommercial.com/,https://www.hyundaicommercial.com/ir/iki/ia/ikiia0501selectList.hc,https://csrhub.chest.or.kr/contributors/private/131,"우선: 현대차정몽구재단 02-746-0001 / https://www.hyundai-cmkfoundation.org/ | 보조: 현대자동차 공식 1:1 문의 https://www.hyundai.com/kr/ko/digital-customer-support/helpdesk/ask | 접근: 그룹 공동교육이면 재단, 계열사 단독사업이면 해당사 ESG 담당 연결 요청 | 기업 홈페이지: http://www.hyundaicommercial.com/"
